isbn,books
0192126040,006008667X,075285884X,0743444787,3499132060,0333908732,0804109168,0842311645,0373871708,038533673X,0140103147
0471850454,1573920339,0684801582,0133903605,1888052007,0877654328,0875967639,0534096484,1575620952,0764564072,0806902930
0679753346,0704343762,0553138103,043590017X,0375756655,0394701143,0060970855,0521398347,0413672409,014043111X,0192811363
0413672409,0553138103,0521398347,0704343762,0375756655,014043111X,043590017X,0394701143,0192811363,0060970855,0679753346
0192811363,043590017X,0553138103,0060970855,014043111X,0413672409,0679753346,0394701143,0704343762,0375756655,0521398347
0534096484,1573920339,0764564072,0133903605,1888052007,0684801582,0399526870,0875967639,1575620952,0764565036,0806902930
0521398347,0553138103,0679753346,0704343762,0375756655,014043111X,0413672409,0394701143,0192811363,0060970855,043590017X
0879500018,0768320208,0201614774,1892127105,1929180039,1567991890,0806905980,0471898503,0395613531,0060468696,0669162736
0201614774,1929180039,1892127105,0879500018,1567991890,0768320208,0806905980,0471898503,0395613531,0060468696,0669162736
1929180039,1567991890,0768320208,0879500018,1892127105,0201614774,0806905980,0669162736,0471898503,0395613531,0060468696
0806905980,1929180039,1567991890,1892127105,0201614774,0768320208,0879500018,0395613531,0471898503,0060468696,0669162736
1892127105,0201614774,0879500018,1567991890,1929180039,0768320208,0806905980,0669162736,0060468696,0395613531,0471898503
1585743399,0806905786,0849957680,0471850454,0133903605,0764565036,0715382896,0553153714,0684801582,0806902930,1589230094
1589230094,1585743399,0849957680,0806905786,0764565036,073942596X,0553153714,0715382896,0684801582,0399526870,0806902930
0064409473,1567313116,0517561336,0896081303,0806518200,0385318405,0385237081,038524925X,0935028870,0935702369,093675608X
0385477309,0385483902,0671211382,0425163067,0385247834,0061056308,0517561336,1567313116,0064409473,0896081303,0806518200
0768320208,1892127105,0879500018,0201614774,1567991890,1929180039,0806905980,0395613531,0669162736,0471898503,0060468696
1567991890,1892127105,0879500018,0201614774,0768320208,1929180039,0806905980,0395613531,0669162736,0060468696,0471898503
0684801582,055326740X,0764565036,073942596X,0761515585,0324025424,0553153714,0133903605,0072898410,0877654328,1888052007
0913299847,1567313116,0553062042,0064409473,0896081303,0517561336,0879979070,0553285793,0806518200,0312965036,0451405463
0618077375,1556156758,0933031971,0448089246,0945575092,0944502598,0373823053,0944483739,0944349242,0944135064,0944072860
0425163067,0671211382,0385483902,0385247834,0385477309,0061056308,1567313116,0064409473,0517561336,0896081303,0806518200
0895776219,0812552547,0380765268,0875967639,0806905786,1573920339,0553153714,0715382896,0764564072,0764565036,073942596X
0806905786,1585743399,0133903605,0764565036,0764564072,0471850454,0399526870,073942596X,0849957680,0875967639,0684801582
0875967639,1589230094,1888052007,0072898410,1585743399,1575620952,0553153714,0133903605,0806902930,0534096484,055326740X
068482440x,042508647X,0256098778,0393035913,190301512X,0804109168,0380007576,0684825953,0671497782,0859915107,0671502476
0764564072,1589230094,0715382896,0806905786,1575620952,0072898410,073942596X,0553153714,1585743399,0806902930,0534096484
0025994611,0373264402,0684807858,0140436081,0679745211,0316288764,0940672022,0553090828,0595263127,0595290361,1565120019
0764565036,1589230094,0715382896,0806905786,1575620952,0072898410,073942596X,0553153714,1585743399,0806902930,0534096484
0895296306,0452278910,0715382896,0684801582,0324025424,0072898410,1888052007,0310223520,0553075624,0877654328,0471850454
1888052007,1585743399,073942596X,0072898410,1575620952,0553153714,0806902930,0133903605,055326740X,1589230094,1573920339
0806902930,1585743399,0133903605,0764565036,0471850454,0399526870,0715382896,0553153714,073942596X,0684801582,0806905786
0806981628,0671504479,0471850454,0764564072,0553267655,1573920339,1589230094,1575620952,0133903605,073942596X,1585743399
0888783787,0888783140,0930436040,0451627970,1569473099,0792280105,1569472084,037328697X,1569471924,0452010861,1569471290
0942237773,0875967639,0553267655,1589230094,0761515585,0877654328,0806905786,0471850454,1888052007,0764565036,055326740X
0715382896,0764564072,1589230094,0324025424,1888052007,0877654328,055326740X,1575620952,0072898410,1585743399,1573920339
014043108X,0140431144,1853261149,1888052007,073942596X,1575620952,055326740X,0875967639,0072898410,0849957680,0553153714
0888783140,0888783787,0670031313,0749313250,0373271980,0373272162,0749301015,0749301600,0749306629,0451201698,037328697X
0679429395,0449223264,0821721933,0345421272,0671638459,0449141764,0394750500,0553379747,0064640213,0449238938,039457575X
0140440585,0452263808,0471850454,0684801582,0806902930,1573920339,0761515585,0553153714,0764564072,0764565036,0399526870
1573920339,0806902930,0806905786,073942596X,1585743399,1575620952,0072898410,0133903605,0534096484,055326740X,0715382896
0452263808,0764565036,0806902930,0684801582,0140440585,0875967639,0877654328,1573920339,0761515585,0471850454,0534096484
0446602493,073942596X,0505522985,0877654328,0764564072,055326740X,0849957680,1573920339,0072898410,1575620952,1585743399
0140444254,0844264717,0155003801,0838451705,0393302377,067346489X,0669208868,1560252723,0451625560,0517091291,0553212826
0140440720,0330375660,0394177606,0875967639,0399526870,0764564072,0764565036,0534096484,0745307442,0715382896,0553153714
0451523261,1878972030,0226013847,0609806866,0312098200,0140435131,0060914300,0393317773,0553342851,0916390403,0471506583
0439321786,0721450326,0060938129,0794506070,0380753499,0394738551,0821736949,0821739522,0821746804,0394740777,0394729110
0324025424,0761515585,0471850454,0764565036,0806902930,0764564072,1575620952,1573920339,055326740X,1589230094,0806905786
0133903605,055326740X,0806902930,0715382896,1573920339,0764565036,0875967639,0684801582,1575620952,0534096484,0399526870
1570713383,1564767558,0736908196,0761520988,0310233445,078972376x,0735201870,0310577012,0830726632,0789428903,0767903420
0399517502,0806905786,1573920339,0818405775,0684801582,061901590X,0619000279,0425189635,1585743399,0471850454,0849957680
0721450326,0060938129,0439321786,0794506070,061901590X,0932813429,0375402497,0701137819,0934641773,0934641641,0375405836
1888052325,0440509157,1584791233,1573241695,1888052732,1582450099,1888052333,1888052112,0764553429,0060191112,1888052104
0060938129,0721450326,0439321786,0794506070,0851790259,0851793045,085124582X,0671577042,0385477880,0849935202,0385480164
0072898410,0471850454,0875967639,0764564072,0133903605,1888052007,0399526870,0534096484,1575620952,0684801582,1585743399
0688130313,0534096484,0471850454,0806905786,1573920339,0875967639,0849957680,0764564072,055326740X,073942596X,0133903605
0399526870,1573920339,0764565036,0764564072,0875967639,0684801582,0534096484,1589230094,1888052007,0715382896,0133903605
0671530895,1928916023,0534349668,0312436408,1565112008,0812097378,0673992004,0673992012,0139159355,0070118833,0073972010
0785274405,0471898503,0669162736,0395613531,0060468696,1929180039,1892127105,1567991890,0879500018,0768320208,0201614774
0840791836,0373707541,0671551701,1573920339,0534096484,1585743399,1888052007,0761515585,0553267655,0399526870,055326740X
0849957680,1585743399,0133903605,0764565036,0471850454,0715382896,0399526870,0553153714,073942596X,0684801582,0806905786
0671616994,0669162736,0060468696,0395613531,0471898503,1929180039,0201614774,0879500018,1567991890,1892127105,0768320208
0553267035,3442446244,1858285135,0965664120,1573240966,0312268726,3518120549,0679407715,0553250353,0679411844,0553153714
0553249479,1858285135,0806981628,0671801090,0345456866,0740704699,0553270079,0471850454,0192834096,0307115380,0307124576
0794506070,0439321786,038531485X,0517643049,051788433X,0517883384,0517880075,1560532734,0375402497,0517800985,1560524936
0553267655,1573920339,1585743399,0715382896,055326740X,0875967639,1888052007,1575620952,0684801582,0399526870,0534096484
0373119917,0373612540,0373760736,0373217331,0373832087,0373612583,0373058535,0916390403,0385337841,057121200X,0385336799
0553267418,0553492284,1888052007,0806905786,1589230094,073942596X,0761515585,055326740X,0806902930,0471850454,0399526870
0940672022,0679745211,0595263127,0025994611,0140436081,0684807858,0553090828,0373264402,0316288764,0807128295,1565120019
0553250353,1573920339,0399526870,0715382896,0534096484,0806902930,0072898410,073942596X,0324025424,0133903605,0553267655
0425176576,0879516410,039471024X,0899666159,0439424410,0142500291,0671223399,0944502598,0312130252,0440559758,0674064852
0373832087,0373612540,0373217331,0373760736,0373119917,0373058535,0373612583,0917849221,038533673X,091837118X,091597214X
0553272306,1585743399,0399526870,0715382896,0761515585,0806905786,1888052007,1573920339,0553153714,0072898410,0764565036
0373217331,0373760736,0373832087,0373612540,0373119917,0373058535,0373612583,091837118X,0917849221,038533673X,091912304X
075285884X,0471503819,055326544X,0971574308,0760725187,0393035913,0679738045,0702233560,0312857179,014044727X,0761126910
055326740X,1573920339,0806902930,0715382896,0875967639,1888052007,1575620952,0684801582,0399526870,0534096484,1589230094
0590122444,0385334532,0439424410,0142500291,0944502598,039304680X,0674064852,039471024X,0826212123,0440559758,0671223399
0373612583,0373612540,0373119917,0373832087,0140156097,0373217331,0814718736,1580172377,0373760736,0881503193,0373058535
0373612540,0373217331,0373119917,0373760736,0373832087,0373058535,0373612583,091912304X,091837118X,0917849221,038533673X
0373760736,0373612540,0373119917,0373832087,0373217331,0373058535,0373612583,091912304X,091837118X,0917849221,038533673X
0373058535,0373760736,0373119917,0373217331,0373612540,0373832087,0671739026,0373612583,1557484279,1557046395,1558610189
0553153714,1573920339,1575620952,0761515585,0133903605,1888052007,0684801582,0534096484,0875967639,0399526870,0806902930
0800752562,0525946195,0802116604,0312033273,0821746804,1593080433,0525935312,038042861X,0451409353,0786863234,038524925X
0142500291,039304680X,039471024X,0879516410,0439424410,0944502598,0671223399,0899666159,0312130252,0440559758,0674064852
0439424410,0879516410,039471024X,0899666159,0425176576,0142500291,0671223399,0944502598,0312130252,0440559758,0674064852
0586060545,0786883057,1566191696,0771061110,1586210300,0764912518,0972044205,0826319688,037550303X,1567312691,0380711141
1551666510,0688176852,157566805X,051513466X,0345447395,0451409914,1890208825,1590580273,0399149686,0765309521,0425183653
0449910644,0821769936,0881848050,006251539X,055325975x,0740714104,0385424221,0385480164,0385484917,0553131192,0425091511
0871137542,0451522338,0060194464,0671542052,0373191391,073943828X,0740704699,0741412896,0553107941,1565925653,0553106511
1551665700,0553527126,0451191544,0553075624,0061052744,0679017747,0307104206,0373625596,0345380649,1885983093,0451456645
0670910260,0670033308,0394551788,0743233042,1555973981,0312961030,0670032204,0807070920,0786860960,0385301391,0316173584
0764550500,0142500291,0440559758,039471024X,0944502598,039304680X,0899666159,0312130252,0674064852,0879516410,0425176576
0310470307,0060177632,0671026763,0761508597,1557046395,0451409353,037328697X,1557041431,1556619510,0761502475,1556618751
0944502598,0142500291,0440559758,039471024X,0425176576,0671223399,039304680X,0899666159,0674064852,0439424410,0312130252
0060177632,0385290349,1566196264,0929071506,0439221714,0671026194,055313065X,0865470723,0394826655,0865475768,0865424721
0061040347,0310470307,0771045913,0312969171,086611971X,0684825554,0440220432,0679017747,0451191544,0307104206,0553075624
1560988843,0834803763,1558321330,0684826305,0155826069,0030595746,0684196875,0375506217,1556433468,013026881X,0394756878
0140390340,0671692798,1593080476,1593080433,0340820160,0340826126,0340829656,1592799892,1592799787,0394532805,0739427148
0899666159,0142500291,0440559758,039471024X,0944502598,0425176576,0671223399,039304680X,0439424410,0674064852,0312130252
0553297287,0553562584,0425184706,038531485X,0553213199,0373240066,0373240074,0752859056,0753506440,0753804670,0373242980
0804109826,0394504712,0764226061,0307121348,0843922877,0781435102,0307143759,0312958730,0397472242,044630557X,0812545869
0385495323,0896219836,0140481036,0440220629,0945575092,0156013967,1893163288,0684832801,0425068072,051788433X,0575072180
0834803763,1558321330,1560988843,0684826305,0155826069,1556433468,0702233560,0704338629,0916773221,0917849221,0671036092
039471024X,0944502598,0425176576,0440559758,0671223399,0439424410,039304680X,0899666159,0312130252,0674064852,0142500291
1556433468,1558321330,0834803763,1873176570,1560988843,0155826069,0684826305,0811831965,0916397769,0811816281,0312204353
1558681078,0451148428,0842337911,0877847851,1558686274,155868087X,0553293435,1902825454,055312997X,0553293427,006095373X
0684826305,1558321330,0834803763,1560988843,0155826069,1556433468,0671734970,0380679345,0553090828,0553091395,0380606682
1890948128,0385473907,1550170295,0440074088,0786864001,0920080685,0380714981,0590967258,089608129X,1555842100,0394723694
0879516410,0425176576,039471024X,0899666159,0944502598,0440559758,039304680X,0674064852,0439424410,0312130252,0142500291
1558321330,0834803763,0684826305,1560988843,0155826069,1556433468,0891098380,0842337938,0842317279,0842319190,0395850878
0441005969,0451205197,0834803763,1558321330,1560988843,0155826069,0684826305,0515131814,0802137040,0449210073,0373835485
0671223399,0944502598,0879516410,0425176576,0440559758,0439424410,039471024X,0312130252,0899666159,039304680X,0674064852
0312130252,0879516410,0674064852,0899666159,0425176576,0439424410,0142500291,0944502598,0671223399,039471024X,0440559758
0385473907,0440074088,0786864001,1550170295,1890948128,0920080685,0590967258,089608129X,0380714981,1555842100,0394723694
0674064852,0944502598,0312130252,039304680X,039471024X,0439424410,0899666159,0879516410,0440559758,0425176576,0671223399
0385503016,0935702369,0708825524,0899666159,0670040789,0898866928,0393090078,0898863635,0393305546,0393315002,0704338629
1555842100,0440074088,0385473907,1550170295,0786864001,1890948128,0590967258,089608129X,0920080685,0380714981,0394723694
037303699X,0471114898,081447103X,0373122179,000617843X,1568846452,0373291000,0786911859,0672310708,0807119466,0830726632
0553562584,0553297287,0425184706,038531485X,1570627290,0373240074,0752859056,0753506440,0753804670,0373242980,0849957680
0373706251,037302956X,037301970X,0525941681,0307030768,0451146360,0373026803,0373096283,0373028741,0373023146,0373511426
0884194876,0849900174,0930436040,0451626710,1569473099,0792280105,1569472084,037328697X,1569471924,0452010861,1569471290
0425184706,0002250810,0553562584,1585671894,0553297287,189583757X,031226769X,0070304343,0312305036,0345345460,0452283515
0373244223,0373243405,0373764855,0761508597,0373271239,0425188930,0879801638,0373244533,0373217331,0373832087,0373612540
0373244355,0373440502,0471114898,0373122179,1568846452,081447103X,000617843X,037303699X,0373292759,0373291000,0373201680
0373871791,0785276688,084237230X,0842319441,0470003219,0877229333,1586600206,0849913403,0452273501,0452271746,0192832042
0373872046,1582700877,0525944877,0887764983,0373290675,0142001546,037303699X,0373122179,1568846452,0471114898,000617843X
0440207258,0373122179,000617843X,037303699X,1568846452,0471114898,0751506451,081447103X,0786911859,0330361163,0373291000
037321720X,0471114898,1568846452,0671604082,0373122179,000617843X,081447103X,037303699X,0373291000,0345368290,0786911859
0373790856,0373790686,0373790767,0373052308,0373790821,0373244355,0373834535,0373612540,1568846452,037303699X,000617843X
000617843X,037303699X,1568846452,0373122179,0471114898,081447103X,0373291000,0786911859,0060182695,0830726632,0385721218
0373709552,0373823053,039570751X,0373167288,0380700603,0373193262,0373193572,0373194560,0373194889,055356708X,0816137927
0373707851,0671836110,0373272162,0373119844,0373271980,0373121512,0553444468,0373227752,037325623X,0373258607,0373119909
0440222001,0821767119,0679412190,0373650027,038075553X,0515129062,037303699X,000617843X,081447103X,0471114898,0373122179
0373711204,0380789116,1590580273,1590580486,1590580249,0425183653,1890208825,0399149686,0765309521,051513466X,0345448375
0373122179,000617843X,1568846452,081447103X,037303699X,0471114898,0373291000,0786911859,0830726632,0807119466,0672310708
1551661616,0590411241,0345456866,0307010295,0307124576,030714190X,0553486381,0553484230,0553484222,0553481746,0553480677
1550170295,0385473907,0440074088,0786864001,1890948128,089608129X,0590967258,0920080685,0380714981,1555842100,0394723694
0373122578,0451171284,0877014396,0373511671,0451190785,0671706837,0471114898,044922080X,0451187237,0380785544,0373240074
0373765517,0373440502,0373201680,0843937424,0373765703,0373291647,0380820552,0373244355,0553280635,1551662744,0373691157
0920080685,089608129X,0590967258,0380714981,1890948128,1550170295,0440074088,0385473907,0786864001,0440559758,039304680X
0373122500,0312148208,0375408673,0811832406,0735605475,0679892362,037303699X,0785212035,0446520470,0394559703,0807842931
0373291000,0373122179,000617843X,081447103X,037303699X,1568846452,0471114898,0446518131,0786911859,0933478062,0932379370
0061093327,0609607863,1402831161,0415128838,0395759242,0312153694,0393047504,0425093239,1862320209,0515111880,0449220095
0373709501,0505522985,081447103X,0307104206,000617843X,0373122179,037303699X,0553075624,1551661527,1568846452,0471114898
0515131210,0140481036,0896219836,0140007628,0812545842,0446403369,0380541718,0345369491,0440220629,0156013967,0345368614
0451201671,0380793423,0373482698,037376099x,0006174841,0451164881,8474171210,0373052715,0671637819,0140245251,0380780232
0816512159,067167806X,1576300595,0441524117,0393952045,0691027641,0870114220,067084716X,0375405836,0701137819,0933478062
0440074088,0385473907,0786864001,1550170295,1890948128,0590967258,089608129X,0380714981,0920080685,1555842100,0394723694
0312867867,0735614490,0394586093,0609801287,0395911524,0596002491,081447103X,000617843X,0373122179,037303699X,0312244037
0394723694,0920080685,0380714981,0590967258,089608129X,1890948128,0440074088,0786864001,0385473907,1550170295,0671223399
0735614490,0394586093,0596002491,081447103X,037303699X,1568846452,000617843X,0471114898,0373122179,0786911859,0373291000
0596002491,0735614490,0394586093,1568846452,081447103X,0373122179,000617843X,0471114898,037303699X,0786911859,0373291000
0471114898,0373122179,1568846452,000617843X,037303699X,081447103X,0373291000,0786911859,1860464475,0385477880,0330372467
081447103X,1568846452,000617843X,0471114898,0373122179,037303699X,0373291000,0786911859,0192828568,0060955457,0515078670
0310209951,0312169299,0345414535,0451195981,0802415881,0345311922,0393322904,0393321835,0393321568,0393318702,0674403665
0590967258,089608129X,0920080685,0380714981,1890948128,0786864001,0440074088,1550170295,0385473907,039304680X,0440559758
0394586093,0735614490,0596002491,0373122179,081447103X,037303699X,0471114898,1568846452,000617843X,0786911859,0373291000
039304680X,0425176576,0312130252,0440559758,0671223399,0439424410,039471024X,0899666159,0944502598,0674064852,0879516410
1560761156,1560763361,0880385197,0500050678,0486243001,0893816493,1570760063,1885183224,1580170501,0890878242,0670873713
0880381744,0880381752,1560763361,0880385197,0880386126,0786904976,0890877866,0890878846,0890878242,0890878234,0890878072
0880381752,0786902604,1560763361,1561583774,1400045967,0380012359,0380007851,1580050301,0884114066,1550223739,0345402677
0849913403,0609804359,0890844410,0877229333,0896083292,0195087410,0521435188,0553343815,0198289642,0440220890,0395962757
1560763361,0671876457,0786904976,0786905131,0380775549,0671653962,0879977981,1842040154,0446610909,0553245546,1560768878
0786864001,0385473907,0440074088,1550170295,1890948128,089608129X,0590967258,0920080685,0380714981,1555842100,0394723694
0880385197,1560763361,1560760516,1843090678,0811820785,0890879478,0744001080,0744002397,0890878870,0811816486,0811816613
0786911859,0761504427,1583141448,0671730126,0451200748,0380769387,0764585894,0345379039,0786906472,0671491660,1932270124
0440559758,0879516410,039471024X,0899666159,0425176576,0439424410,0142500291,0671223399,0944502598,0312130252,0674064852
0786918071,0786927062,0786926945,0064410889,0060561572,0064410862,0060537264,0060561580,0142301167,0786914246,006106579X
1560761563,1560763361,0735614490,0394586093,0596002491,0786904976,0671876457,0786905131,0373122500,0373122179,0471114898
0812548094,1560763361,0394586093,0735614490,0671876457,0786904976,0596002491,0786905131,0716726041,0848726286,0399505210
1568846452,081447103X,000617843X,0471114898,037303699X,0373122179,0373291000,0786911859,0671680757,0393305546,0446610291
0446362662,0517091291,0553212826,0451522133,0060959754,0446601756,0312423209,0786016000,0375726519,0192839640,081447103X
8401505518,8466308687,0446525766,0345308573,042517168X,0395718627,094105148X,0804109168,0446521825,0792458052,0789302411
8466308687,8401505518,0804109168,0451180879,0789302411,0151003394,0789428903,0789473771,015100949X,0451195655,0792237455
0425143503,0451211634,0399148159,0373261047,0062507311,0061091154,1551662639,0553345214,0671529986,0380974134,0440217202
038076363X,1585670847,0312130570,0425163776,0312958145,0385424221,034537102X,055325975x,0590319817,0440207711,0425046087
0671456555,067100980X,0743225589,0374524238,1400011663,0972952942,0972869263,0743227433,0375402497,0743227891,0971574308
0061043559,0312983816,1582700516,0740714104,0671438638,0831790563,156010516X,1878686178,1565926005,0679409718,0679753370
1560252480,0399500359,0849937132,0812510127,0006148891,0451127528,0812532384,0671692798,1557046395,1557484279,0375405836
0345448375,1590580273,1590580249,0380789116,1590580486,0425183653,0451411382,0399149686,0765309521,1890208825,051513466X
0451411382,0345448375,1590580486,1890208825,0425183653,0765309521,0380789116,0399149686,1590580249,1590580273,051513466X
0743456637,0671026763,1556618646,0373271980,0373272162,0761502475,1557046395,0761504427,037328697X,076150592X,1557041431
1879237970,0345284798,0373217285,0070089337,0590319817,0385484917,0743444787,1567997554,0452278392,1890957461,156799699X
0870114220,0393952045,0441524117,0691027641,067084716X,1576300595,0517880075,1560449667,0517800985,0375408541,0375405836
0743470249,1879237970,0743437403,0399141839,0871230232,0399143815,0399143238,0871401703,0871662620,0399140646,0871202646
3499228696,3453064372,3453075358,3596137187,3453162358,1569473099,0802732801,1569713596,0451200993,1569710813,0373223374
0743226593,0671718339,0786863943,0373272162,1567185800,0786706953,0786815450,0786817259,037328697X,1567184812,0786817909
0684807610,1573222658,0375421750,1565123891,0743253981,0345369491,0060556102,0929701712,0060590548,0345368614,0312271220
1569244863,0006174841,0451164881,0380793423,037376099x,0373482698,0373052715,0380780232,8474171210,0671637819,0140245251
0060925450,0385480164,0310223520,1573453005,0736901329,0452278910,0849935202,0151003394,0671527967,0451207092,0440458250
0465024769,0471569615,0874779006,0373120796,0811725804,0373121512,0373121598,0451208854,0373122179,0373122349,0373122381
1576300595,067167806X,0816512159,0870114220,067084716X,0393952045,0691027641,0441524117,0395453992,0395369487,0394718224
0316611689,0312423187,0671002503,0525483500,0743458206,0312286910,0375724761,0393318702,0393322904,0393321835,0393321568
0671880438,0373217285,0739418963,0671002996,0440192625,0786015608,1570710805,0821775898,0060809566,0805039759,0553208934
0380720795,0373261241,1567920047,0060955457,039911565X,0802732801,051788433X,0575072180,0062700138,0385262094,0486238423
3404135091,3492238491,3518380206,3596200016,3442429846,3499132060,3442451787,3548680224,3499110695,1567920047,0330345591
067084716X,0691027641,0870114220,0393952045,0441524117,1576300595,1560252995,051768781X,156043046X,0375405836,0517704005
0385185626,0395911524,0609801287,0312244037,0931432022,1563896443,0385424221,0451191544,0807824437,0807119466,0451195655
0312857063,0836280180,0760716080,0449150194,0345427211,0451526821,034542722X,0373292368,0312244037,0395911524,082031661X
0312857055,0312857063,0609801287,0395911524,0312890540,1580624553,0312244037,078686477X,0836280180,0380978016,0931432022
0026024306,0931188598,1555835325,0373031483,0553502204,0373291159,0938586092,0945575335,0060170743,0786905247,0590416960
0312890540,0312857063,0609801287,0395911524,0312857055,0312244037,0931432022,0836280180,1563896443,067088457X,0760716080
0811815285,0060434791,1896356060,0789202220,037540032X,188065623X,0156000334,0805241620,0375402497,0517704005,0517880075
0140296468,0070479046,0553131192,0312244037,0688001793,0395911524,0312309686,014100228X,0879801638,0553380567,1559724579
0931432022,0609801287,0395911524,0312244037,1563896443,0760702411,0385290349,038524925X,0385259549,0898863635,0385262094
0060434791,0811815285,1896356060,0789202220,037540032X,188065623X,0156000334,0805241620,0385336799,057121200X,038533673X
0486206971,037540032X,188065623X,0789202220,1896356060,0060434791,0811815285,0805241620,0156000334,0880387157,0394542142
0395911524,0312244037,0609801287,0671882651,0879513055,0525248633,0060930136,0373191391,0312104618,0060929987,0070089337
0609801287,0395911524,0312244037,0931432022,1563896443,1555835376,0028641752,1583480935,0786010002,0743427718,059046678X
0312244037,0395911524,0805010149,0684825953,3100540107,006059036X,0806961147,0806948884,0140030999,8484323498,0553052802
1563896443,0395911524,1557832277,0609801287,0312244037,0571216536,0738206679,0931432022,0451521471,0373272162,0773674853
0060969288,0312244037,0395911524,0380811022,0399140646,0399131027,0399133070,0849943221,0849937302,0399136614,0849935202
0385247052,0913367966,091336780X,0312962657,0672315823,0553052543,1840225106,3442435617,0553062042,0130978663,1557046395
0061094048,0553227882,0312965257,0395647266,1570710805,0934860726,1562931059,0843949015,0806985895,0688143059,1565925785
0805241620,1896356060,0811815285,0060434791,0789202220,188065623X,037540032X,0156000334,0786701676,0451523318,1566912431
1896356060,0811815285,0060434791,0789202220,188065623X,037540032X,0156000334,0805241620,0517880075,0517800985,156023072X
188065623X,037540032X,0486206971,0789202220,0060434791,1896356060,0811815285,0805241620,0156000334,0394740777,0821739522
037540032X,188065623X,0486206971,0789202220,0060434791,1896356060,0811815285,0156000334,0805241620,0821736949,0821721933
0789202220,188065623X,037540032X,0811815285,1896356060,0060434791,0486206971,0805241620,0156000334,0880701102,051606004X
1552852032,0767903420,0393035913,190301512X,0804109168,0380007576,0859915107,0671497782,0671502476,0451195655,0393305546
0689848935,0195204387,0471332224,0688065481,0394806220,0395480086,0671776290,0671577212,0671706055,0671575554,0819908703
0889740445,1570628068,0151961158,0316776165,1552852032,0590714503,0761508597,0761501347,037328697X,1557046395,0761502475
0449210820,0679725245,0771099606,0771099789,0500278245,0771098502,0385720688,1573453005,0330492136,0800717570,0736901329
1592400906,0671708406,0373193793,1569471924,0373167121,0373167288,0505522055,0505519909,0373173121,0373191073,0373193262
1898307148,1587611112,0875428266,0932813429,0515111880,0785273700,0373122179,0373122349,0373122381,0373122438,0373122594
1565122259,0898707900,1559702435,047126394X,0764504002,1559945532,0471178411,1559942002,1559724773,0471175757,1559724048
1573225053,0380007851,0380012359,1400045967,0521368413,1550223739,0345402677,007008159X,0060904909,0671657534,019214202X
1587611112,1898307148,0380793083,0840734530,039570751X,0395710413,0842357424,0395718627,084234814X,0395733456,0842337938
0060187522,0340107715,0394718399,093033082X,0525937951,1559277254,1559270659,1559123427,0764504509,0525943072,0375505598
3499151480,3499130653,3770156099,3423084049,0789404478,0373760736,1562058002,1562013122,1562013092,1561798347,1561795623
0380978423,075285884X,0671680757,3499132060,0804109168,0333908732,0842311645,038533673X,0373871708,0140103147,0312857179
0345427025,3453155831,0312147414,0399148159,0451211634,0451191544,1585670162,0679017747,0671641425,0553075624,0307104206
0312147414,3453155831,038533673X,067081752X,0393322904,0393321835,0670811777,0393321568,0393318702,0393317773,0896081303
0879518642,3453155831,0330480871,0312147414,0571209769,0451400011,0802732801,1932270124,0451206916,0451207467,0312134169
1573240311,0875420613,0132309882,0521539099,0517571595,0345407954,1578061695,0517536064,0517408708,157778037X,1577489853
3453155831,0312147414,0912936002,0865475768,0865424721,0399526870,0399517413,0399507906,0865473927,0399200525,0867202076
0671024582,037540838X,0764551671,0140277161,0385041594,0394710487,0006148891,0515129976,0345289129,0451410491,0312150709
0132309882,0875420613,1573240311,038075553X,0394750500,0821736949,0821739522,0821746804,0394740777,0394738551,0821721933
0875420613,1573240311,0132309882,0915175223,0810845687,0312931441,1879181533,0312951337,0312951450,0446610291,0312953194
0671727095,0880709820,0679853375,0965608670,0553270079,0553261576,0373121598,0934860726,0688041744,0380397501,0916773221
0385484763,078680808X,0679873503,0735709106,0380811022,0299165043,0800785959,0394859235,0590188224,0312097638,0782125034
0312097638,0800785959,0299165043,0735709106,0590188224,0394859235,0380811022,0782125034,0060004541,0684841134,006059036X
0425101339,1884910416,0671529986,0944072771,0060808403,006080646X,0380974134,0312185685,0312200587,0802782248,0802757855
0802782248,1559584416,0312244193,0373217285,155874343X,0312857179,0671676350,0671680757,055326544X,0449220281,0373261241
0061099252,0679738711,0312965745,0800717732,0151003394,0849935202,0060925450,0671015370,0802782248,0385480164,0425071731
1551661799,1581342675,0373870361,0671680900,0965036103,0373870620,0842373608,0373870582,0373823053,055356708X,0373870566
1556611056,0441584179,0441136680,0471165115,0471130443,0781435102,0784707723,0785201343,0785212035,0452278910,0785272488
0310200970,1565078640,0891074759,0670858722,1556611056,0761502475,0373122594,0760725187,0760742316,1566912431,0761126910
1565078640,0767903420,0393035913,190301512X,0804109168,0380007576,0859915107,0671497782,0671502476,0451195655,0393305546
0782125034,0590188224,0800785959,0299165043,0312097638,0394859235,0380811022,0735709106,0671680757,0256098778,0451195655
055325233X,0525941681,037302956X,037301970X,0307030768,0373028741,0373026803,0373023146,0373096283,0451146360,0373511426
0590188224,0394859235,0299165043,0312097638,0800785959,0782125034,0380811022,0735709106,0802044069,0801834910,0553052802
0312966229,0451127528,0006148891,0849937132,1570710805,0747520224,0812510127,0395811104,0395850878,0875427790,0875423698
0375505997,0345447522,0060176989,1559700033,0345388674,0312966229,0070479046,0805044809,074322471X,0553131192,0688001793
